a,b,c,w,r1,r2,V0,dcj,pcj,vcj,edet,e1,e2,e3,e4,e5,e6,e7,t0.1,t0.15,t0.25,t0.35,t0.5,t0.75,t1,t1.5,t2,t2.5,t3.5,t4.5
4730.7205,193.3926,2.020707,0.482871,8.308394,2.803991,0.544662,8.855928,35.771788,0.409375,5.364085,0.733102,3.595308,4.014792,4.196550,4.316234,4.404566,4.473396,0.713861,0.719018,1.019514,1.198861,1.406938,1.700505,1.921284,2.205368,2.365312,2.479802,2.604015,2.663285
1802.385,105.3337,1.303697,0.28432,6.315144,2.351161,0.544662,8.825029,35.703402,0.408691,5.823403,0.720366,3.550748,3.974878,4.137485,4.242818,4.322828,4.387191,0.714000,0.719291,1.017226,1.193941,1.397956,1.684657,1.900098,2.180239,2.342763,2.461072,2.588701,2.646052
5177.6427,188.5666,2.886712,0.622914,8.425489,2.869318,0.544662,8.837074,35.664152,0.409180,5.343258,0.714932,3.588986,4.063520,4.278571,4.417038,4.516494,4.592191,0.701309,0.706431,1.004014,1.179263,1.385202,1.678405,1.900026,2.188789,2.354360,2.473340,2.609915,2.678824
1846.4215,148.1597,2.084009,0.378474,6.710764,2.627197,0.544662,8.831679,37.105194,0.403516,6.165712,0.763949,3.697955,4.175264,4.390167,4.534672,4.643477,4.729750,0.733197,0.738297,1.043897,1.227533,1.439507,1.735801,1.956562,2.239475,2.401708,2.520335,2.651666,2.717325
5321.755,267.701,2.770745,0.544342,9.259266,3.114817,0.544662,8.778238,37.406973,0.400586,5.663742,0.783792,3.670486,4.135123,4.360018,4.509290,4.618369,4.702507,0.733841,0.738943,1.049694,1.232309,1.448923,1.749574,1.971368,2.249080,2.403552,2.515926,2.642303,2.709219
5577.5694,335.8119,3.321574,0.621397,9.909955,3.337025,0.544662,8.865871,39.499106,0.395605,5.692290,0.817557,3.730519,4.218804,4.461980,4.621350,4.736063,4.823409,0.757661,0.762339,1.075422,1.268024,1.484756,1.791005,2.012306,2.282929,2.433451,2.544487,2.671325,2.740770
2701.6526,80.7739,2.194536,0.579712,6.777329,2.200492,0.544662,8.811398,34.389471,0.413281,5.193955,0.670537,3.568874,4.076200,4.267875,4.382556,4.464203,4.526616,0.681573,0.687021,0.977550,1.144292,1.344611,1.628420,1.847064,2.143504,2.322639,2.451869,2.602766,2.673038
4096.9203,332.7636,3.055196,0.634753,9.860887,3.296537,0.544662,8.781821,40.157716,0.390137,5.515578,0.847329,3.751840,4.207500,4.428043,4.571757,4.674904,4.753266,0.768274,0.773072,1.093224,1.285645,1.508789,1.817225,2.037801,2.302976,2.448804,2.555479,2.673694,2.737324
2096.8108,251.4135,2.624959,0.624929,8.12641,2.997093,0.544662,8.774858,40.057827,0.390332,5.475228,0.864513,3.877772,4.318072,4.512946,4.638432,4.728556,4.797130,0.773457,0.778386,1.103121,1.296702,1.525117,1.838233,2.064219,2.338452,2.488525,2.596623,2.710848,2.768475
5005.6611,173.5162,2.411522,0.633524,8.276365,2.754318,0.544662,8.844122,35.417902,0.410352,5.055012,0.713844,3.579541,4.012479,4.192987,4.307080,4.388697,4.450694,0.701593,0.706801,1.004650,1.179700,1.385875,1.678231,1.899624,2.188127,2.352470,2.469680,2.599342,2.660653
826.2235,356.376,3.037627,0.614597,7.18333,3.427703,0.544662,8.829831,40.666591,0.389941,5.392801,0.815038,3.574931,4.020506,4.244460,4.391678,4.497803,4.578703,0.765481,0.770185,1.082053,1.273411,1.487155,1.784644,1.994742,2.245921,2.387254,2.492072,2.610182,2.675070
5848.1615,156.7695,1.891473,0.529028,8.38089,2.636711,0.544662,8.789173,34.102298,0.413672,5.044025,0.690988,3.528435,3.943114,4.107893,4.212824,4.289302,4.348411,0.686034,0.691583,0.987480,1.155656,1.361195,1.648892,1.869196,2.160439,2.327571,2.445526,2.575587,2.634829
5065.4126,300.6577,2.716086,0.64833,9.427046,3.188473,0.544662,8.876499,38.906441,0.398242,5.234466,0.811340,3.691318,4.111575,4.305477,4.430727,4.520338,4.588258,0.755285,0.760163,1.073913,1.264493,1.481529,1.785308,2.005697,2.274817,2.422179,2.529020,2.643987,2.702470
1237.6588,55.982,1.70985,0.496101,5.41651,2.045863,0.544662,8.858289,36.521659,0.406543,5.068517,0.711794,3.486025,3.947847,4.120659,4.223176,4.296703,4.353582,0.717474,0.722578,1.016913,1.194676,1.394620,1.676155,1.885632,2.157620,2.319489,2.440195,2.575901,2.638743
3596.1762,231.6596,3.150571,0.654836,8.345253,3.005608,0.544662,8.893503,38.514484,0.400195,5.547127,0.792496,3.779813,4.265748,4.489733,4.633689,4.736497,4.814331,0.744305,0.749098,1.059133,1.248588,1.463856,1.770427,1.996416,2.280467,2.439578,2.555427,2.685014,2.751800
1263.651,53.3375,2.00779,0.496204,5.486938,1.989851,0.544662,8.822817,36.565615,0.405273,5.440016,0.720792,3.602509,4.124980,4.327169,4.447680,4.534056,4.600844,0.716671,0.721832,1.019025,1.196103,1.399961,1.686136,1.900681,2.182825,2.352614,2.479287,2.625582,2.695409
761.8862,138.0477,2.987115,0.526716,5.459011,2.753836,0.544662,8.701883,39.360201,0.390430,5.956521,0.805203,3.700312,4.217674,4.467781,4.633237,4.754427,4.848174,0.749066,0.754072,1.067566,1.251344,1.469668,1.769272,1.986431,2.256876,2.412582,2.528828,2.662527,2.735089
2514.055,83.8814,1.490374,0.435677,6.624609,2.168393,0.544662,8.874561,34.708009,0.413965,5.230781,0.683698,3.577314,4.044786,4.208693,4.306240,4.377171,4.432656,0.694769,0.700132,0.991996,1.164021,1.364009,1.648552,1.866539,2.159154,2.333944,2.460279,2.602078,2.664615
3369.9855,209.8211,2.92565,0.612673,8.129255,2.944131,0.544662,8.771276,36.999805,0.402051,5.471125,0.760067,3.662578,4.138673,4.358442,4.500866,4.603426,4.681625,0.720982,0.726123,1.032814,1.211326,1.424965,1.723736,1.946201,2.229733,2.389840,2.506104,2.637629,2.705416
845.4175,29.1273,2.761959,0.505363,4.754929,1.853975,0.544662,8.784113,38.251216,0.397559,5.899019,0.748423,3.584894,4.157561,4.416525,4.578416,4.695266,4.785578,0.731691,0.736658,1.037579,1.218015,1.424074,1.711729,1.922479,2.192932,2.356157,2.480894,2.631581,2.711444
5277.8028,178.3602,1.366439,0.316845,8.486857,2.646418,0.544662,8.805865,35.480058,0.408887,5.777310,0.755742,3.706966,4.105795,4.262435,4.366640,4.445879,4.509350,0.718921,0.724262,1.030972,1.210916,1.425373,1.724693,1.950923,2.242666,2.405041,2.519551,2.638729,2.691663
2066.6712,141.4565,1.316481,0.254295,6.696296,2.55038,0.544662,8.903482,36.422892,0.408398,6.124488,0.739179,3.576158,3.977695,4.141369,4.251739,4.336660,4.405393,0.727920,0.733061,1.033456,1.216246,1.421164,1.711430,1.927772,2.204467,2.361929,2.475994,2.595858,2.650258
5066.4858,203.2048,3.043521,0.640979,8.530186,2.961165,0.544662,8.778139,35.554994,0.407812,5.295954,0.711350,3.537349,4.011876,4.232151,4.374145,4.475827,4.552987,0.696105,0.701431,1.000320,1.170793,1.377724,1.668693,1.888099,2.173032,2.336214,2.453899,2.590555,2.660986
1465.7054,120.2489,1.911584,0.3912,6.204529,2.45756,0.544662,8.838766,37.625417,0.401758,5.982852,0.779002,3.757492,4.234413,4.434042,4.564702,4.662431,4.739713,0.742395,0.747458,1.055543,1.241913,1.455809,1.754318,1.976167,2.260178,2.423587,2.543206,2.673340,2.735897
5237.388,198.9417,1.922201,0.408271,8.547456,2.78927,0.544662,8.860742,36.130989,0.408203,5.773568,0.756661,3.694482,4.127042,4.316972,4.444279,4.539664,4.614928,0.723908,0.729066,1.034320,1.217006,1.429499,1.728247,1.952700,2.240521,2.401594,2.516678,2.640894,2.700693
5784.9279,271.8982,3.240601,0.64752,9.325585,3.149756,0.544662,8.877095,38.263676,0.400586,5.560641,0.789421,3.734150,4.218638,4.449637,4.599238,4.706301,4.787460,0.741175,0.746011,1.055984,1.243836,1.458827,1.763941,1.988440,2.269343,2.426016,2.540255,2.669715,2.738019
2168.3288,69.2975,2.607316,0.634287,6.373009,2.172498,0.544662,8.846234,35.094351,0.411621,5.203955,0.670014,3.535622,4.062958,4.271731,4.396968,4.485356,4.552322,0.685934,0.691211,0.980208,1.148755,1.346484,1.629072,1.845091,2.136327,2.313378,2.442756,2.596338,2.670293
3959.7135,354.2203,3.018895,0.630138,9.950084,3.350418,0.544662,8.819943,40.518592,0.390137,5.488004,0.848816,3.731216,4.179689,4.398590,4.541564,4.644287,4.722388,0.773374,0.778124,1.097700,1.292048,1.513723,1.820856,2.039295,2.300227,2.444007,2.549307,2.665816,2.728676
3500.629,229.7282,3.332325,0.603052,8.46552,3.02268,0.544662,8.760816,37.961073,0.397949,5.863968,0.792133,3.784451,4.307557,4.559230,4.723696,4.842431,4.933114,0.733929,0.738961,1.051618,1.234130,1.453243,1.759441,1.986159,2.273178,2.435095,2.553401,2.690108,2.763620
4157.4018,244.7592,2.564375,0.649199,8.566427,3.024708,0.544662,8.880589,37.689464,0.402930,5.116414,0.773877,3.640587,4.057015,4.241439,4.359639,4.444125,4.508147,0.736709,0.741621,1.048317,1.234648,1.446591,1.746095,1.966727,2.242375,2.394901,2.505044,2.623429,2.681548
825.2906,327.5954,3.270574,0.637744,7.055492,3.350799,0.544662,8.835920,41.310008,0.387695,5.550225,0.835312,3.689488,4.161738,4.396307,4.549437,4.659295,4.742714,0.772750,0.777430,1.093721,1.287278,1.505194,1.809310,2.024246,2.281776,2.426662,2.534171,2.655865,2.722743
4849.7793,201.9546,1.970388,0.434137,8.518102,2.811445,0.544662,8.814043,36.115949,0.406738,5.644628,0.758542,3.673580,4.101807,4.289940,4.415452,4.509020,4.582532,0.722525,0.727717,1.033648,1.214891,1.428387,1.726586,1.950238,2.236246,2.395959,2.510175,2.633440,2.693032
4963.3012,179.66,2.374072,0.568048,8.338055,2.76018,0.544662,8.847909,35.808428,0.408984,5.330350,0.733034,3.652914,4.101792,4.294074,4.417909,4.507710,4.576682,0.710879,0.716030,1.017126,1.195639,1.404862,1.701061,1.924873,2.215386,2.380296,2.498147,2.628497,2.691226
1256.1504,80.0288,1.603736,0.428884,5.621998,2.217171,0.544662,8.872393,37.265390,0.404199,5.366936,0.748785,3.619215,4.070105,4.240325,4.345359,4.422444,4.482895,0.734700,0.739685,1.040313,1.224950,1.430727,1.720791,1.935904,2.212299,2.373711,2.492840,2.622047,2.680896
985.9623,129.8972,2.934286,0.560989,5.754066,2.635408,0.544662,8.820957,39.642883,0.393555,5.881628,0.812324,3.811636,4.333525,4.571960,4.726634,4.838969,4.925349,0.757280,0.762132,1.075527,1.265379,1.483180,1.787636,2.009727,2.288521,2.448934,2.567947,2.702050,2.771772
1603.2123,89.2693,1.574114,0.457532,6.05873,2.246249,0.544662,8.857025,36.442162,0.406836,5.233710,0.732947,3.626032,4.074519,4.237241,4.336117,4.408188,4.464430,0.722403,0.727489,1.026291,1.207318,1.412697,1.702788,1.920394,2.203702,2.369208,2.490223,2.621451,2.679838
753.2396,103.4272,2.017875,0.423548,5.060758,2.496947,0.544662,8.825762,39.728223,0.393359,5.786496,0.820024,3.695574,4.144456,4.342954,4.473995,4.571607,4.648399,0.769779,0.774662,1.088078,1.280894,1.497180,1.794171,2.007729,2.270146,2.420626,2.531659,2.651565,2.711464
2687.7039,101.0527,1.333851,0.406048,6.873801,2.272138,0.544662,8.835989,34.766022,0.412598,5.205984,0.699212,3.598028,4.034133,4.184206,4.274933,4.341603,4.394073,0.698850,0.704192,0.998941,1.172488,1.375657,1.663407,1.883290,2.175789,2.347300,2.470328,2.604457,2.662099
5806.5924,182.9172,2.827144,0.544722,8.370025,2.9107,0.544662,8.832432,34.097366,0.414941,5.436409,0.658723,3.397095,3.877064,4.107660,4.259991,4.371226,4.457017,0.674954,0.680351,0.968372,1.133775,1.330987,1.611381,1.825390,2.109066,2.275507,2.395321,2.538342,2.612973
907.1258,43.3385,2.376921,0.476403,4.98264,1.946874,0.544662,8.769880,38.030179,0.397949,5.891345,0.763627,3.686482,4.245921,4.482389,4.628288,4.733922,4.815955,0.735941,0.740956,1.045242,1.227477,1.437683,1.729793,1.945434,2.223806,2.390614,2.516576,2.663941,2.738475
5707.1292,195.818,1.921742,0.372938,8.970384,2.752021,0.544662,8.673902,35.783372,0.403613,6.107116,0.783910,3.782062,4.233898,4.432863,4.567102,4.668370,4.748751,0.720978,0.726575,1.041562,1.217607,1.441208,1.744536,1.973188,2.266800,2.429998,2.545834,2.671458,2.733275
2104.5888,140.9389,2.219786,0.484842,6.787398,2.606132,0.544662,8.895773,36.980858,0.406055,5.604388,0.745872,3.661751,4.128645,4.330204,4.461582,4.558321,4.633656,0.727751,0.732778,1.034370,1.217705,1.425510,1.719918,1.939908,2.223375,2.386558,2.505631,2.637124,2.701053
5824.6881,167.673,3.521533,0.654057,8.467533,2.849239,0.544662,8.805612,34.965099,0.410840,5.554139,0.687391,3.583113,4.118439,4.369479,4.530643,4.645715,4.732840,0.682960,0.688335,0.983694,1.150851,1.355365,1.646149,1.868460,2.164301,2.338414,2.463273,2.614667,2.694198
1555.5778,139.9683,1.998945,0.342336,6.442,2.584947,0.544662,8.791934,37.236196,0.401758,6.386295,0.772696,3.709749,4.190221,4.406694,4.553096,4.664080,4.752612,0.735860,0.741012,1.048605,1.231835,1.445741,1.742304,1.962754,2.244560,2.406280,2.524791,2.655828,2.721604
5599.0828,262.7658,2.353704,0.544219,9.332343,3.04813,0.544662,8.792376,37.529976,0.400684,5.409815,0.797470,3.688713,4.109272,4.301799,4.428706,4.521390,4.592882,0.740902,0.745972,1.058536,1.244100,1.462309,1.764483,1.986796,2.262823,2.414114,2.523036,2.640076,2.698950
5648.6753,314.0924,3.163622,0.652276,9.79533,3.261191,0.544662,8.850074,39.221277,0.396094,5.487104,0.816560,3.729145,4.193922,4.417515,4.562489,4.666165,4.744695,0.755139,0.759989,1.075160,1.265102,1.483641,1.789895,2.011894,2.283670,2.433705,2.543529,2.666357,2.731736
2261.048,73.6865,2.656149,0.651092,6.480485,2.18778,0.544662,8.859302,35.415079,0.410840,5.254124,0.683180,3.607938,4.141592,4.350187,4.474608,4.562114,4.628226,0.691741,0.696846,0.987097,1.159447,1.358832,1.645858,1.865312,2.160886,2.339732,2.469913,2.623197,2.696348
5522.2137,330.0112,3.651926,0.628137,9.904215,3.36496,0.544662,8.806129,39.105113,0.395020,5.832981,0.804940,3.720334,4.242605,4.507286,4.680731,4.805417,4.900248,0.746522,0.751283,1.063560,1.251223,1.468044,1.773769,1.995870,2.270311,2.424370,2.538632,2.673149,2.748434
3781.4735,208.0485,3.457574,0.649694,7.981905,3.043436,0.544662,8.894152,36.504214,0.407715,5.470076,0.708399,3.537815,4.046308,4.292183,4.451304,4.565115,4.651357,0.705067,0.710016,1.004870,1.181681,1.383456,1.674544,1.892523,2.174719,2.338255,2.457886,2.599908,2.675607
4983.2874,205.1881,2.378151,0.607158,8.650309,2.832327,0.544662,8.843702,37.013155,0.404297,5.289606,0.778189,3.752293,4.186648,4.369701,4.486645,4.570811,4.635035,0.731918,0.736920,1.045582,1.231035,1.446781,1.750665,1.977544,2.265903,2.426006,2.540387,2.662971,2.721436
1029.9198,318.1077,3.224477,0.622148,7.043288,3.352375,0.544662,8.866785,40.358346,0.392383,5.505520,0.804122,3.608110,4.078180,4.313865,4.468396,4.579613,4.664287,0.760267,0.764899,1.074138,1.265911,1.477772,1.776654,1.989617,2.247667,2.393514,2.502151,2.625981,2.694025
3915.6358,250.8256,2.615292,0.611437,8.882748,3.010169,0.544662,8.778499,38.515470,0.396387,5.423577,0.823882,3.788464,4.228092,4.425210,4.552762,4.644634,4.714699,0.752125,0.757111,1.074583,1.263142,1.485883,1.793967,2.019481,2.298047,2.450754,2.560856,2.679059,2.738638
2611.7202,115.0419,2.155447,0.465702,6.962968,2.431478,0.544662,8.848608,35.682598,0.409473,5.697980,0.718404,3.673223,4.169141,4.374610,4.506480,4.603584,4.679405,0.708039,0.713230,1.011112,1.188134,1.394465,1.686944,1.909298,2.203355,2.375852,2.500705,2.642039,2.709745
1010.0108,68.8743,1.850632,0.427571,5.278638,2.139262,0.544662,8.843003,38.301557,0.399316,5.736361,0.782828,3.737774,4.233934,4.429778,4.551343,4.640533,4.710469,0.749731,0.754672,1.061707,1.250190,1.462156,1.757942,1.975899,2.254314,2.417556,2.538888,2.672571,2.735956
870.9364,112.9832,2.910837,0.578285,5.569782,2.508083,0.544662,8.739439,39.841494,0.389941,5.896814,0.832818,3.896700,4.431149,4.665918,4.815793,4.924038,5.007007,0.759826,0.764809,1.084003,1.272132,1.496224,1.805112,2.030701,2.314244,2.477104,2.597484,2.732001,2.800977
1603.996,88.0896,1.480214,0.459162,6.063399,2.249026,0.544662,8.803168,35.810117,0.407520,5.058543,0.716792,3.543094,3.973236,4.126842,4.219683,4.287276,4.340003,0.711717,0.717042,1.014910,1.189873,1.394409,1.680069,1.894800,2.174982,2.338738,2.458396,2.588363,2.645759
692.4615,99.1543,1.660486,0.37414,4.87526,2.489128,0.544662,8.800266,39.502184,0.393359,5.624363,0.816135,3.605357,4.009357,4.184292,4.300498,4.387865,4.457168,0.769305,0.774236,1.086799,1.278476,1.493015,1.785894,1.995135,2.249329,2.394202,2.500243,2.612030,2.666448
3791.4471,135.9438,2.181277,0.49518,7.696104,2.54297,0.544662,8.774136,34.841875,0.410352,5.520645,0.709884,3.638357,4.113929,4.311866,4.439226,4.532654,4.605269,0.695606,0.701042,0.999863,1.171098,1.379540,1.671467,1.894673,2.190636,2.362701,2.485617,2.624691,2.691192
2733.4979,237.3125,3.16943,0.651885,7.901034,3.092491,0.544662,8.829030,37.749579,0.400977,5.371672,0.756677,3.600150,4.073838,4.298831,4.444216,4.548155,4.626887,0.726622,0.731451,1.034227,1.217019,1.426002,1.723127,1.942027,2.217896,2.373858,2.488254,2.618747,2.687363
807.5915,68.9936,2.04189,0.428676,4.954413,2.186149,0.544662,8.858645,39.872176,0.393945,5.978789,0.827133,3.829946,4.334439,4.544055,4.677118,4.775229,4.852219,0.773165,0.778066,1.093397,1.287774,1.506066,1.807420,2.026120,2.299796,2.459225,2.577832,2.707823,2.771436
4417.3148,191.8261,2.898462,0.527624,8.123559,2.895401,0.544662,8.895862,36.018475,0.409668,5.791835,0.717308,3.605970,4.109912,4.351676,4.511914,4.629318,4.720128,0.708261,0.713323,1.010446,1.188602,1.393142,1.685843,1.906535,2.193901,2.360042,2.480667,2.621473,2.695222
4646.7056,154.0081,2.785893,0.597261,8.174201,2.667281,0.544662,8.776567,35.430967,0.408203,5.537382,0.725756,3.706390,4.208712,4.426607,4.565793,4.666078,4.742719,0.700183,0.705422,1.006442,1.180540,1.391303,1.688852,1.915686,2.215006,2.388039,2.511474,2.653317,2.723584
4635.1883,186.6639,3.006145,0.641999,8.34239,2.81845,0.544662,8.889809,37.035075,0.405664,5.534451,0.758523,3.771537,4.267006,4.486670,4.626886,4.727158,4.803227,0.724371,0.729248,1.033488,1.218221,1.429963,1.733649,1.961760,2.256201,2.423488,2.543850,2.679655,2.747607
1632.9145,130.7234,1.699751,0.310376,6.45842,2.492824,0.544662,8.793971,37.016378,0.402637,6.333663,0.773637,3.732669,4.196538,4.392519,4.523544,4.623226,4.703143,0.735937,0.741090,1.048766,1.232664,1.446779,1.744387,1.966326,2.250923,2.413824,2.532455,2.660844,2.722465
4922.1659,187.6209,1.87751,0.494831,8.544165,2.715428,0.544662,8.791559,36.277718,0.405469,5.393876,0.775780,3.762518,4.183034,4.352433,4.461905,4.542345,4.604886,0.726717,0.732033,1.042975,1.224171,1.442681,1.745427,1.973001,2.264376,2.426108,2.540824,2.661694,2.717356
3777.9003,329.1244,3.041144,0.599174,9.120334,3.346828,0.544662,8.809380,38.326859,0.398145,5.452880,0.778583,3.561617,4.019239,4.248116,4.398960,4.508029,4.591390,0.738687,0.743568,1.050674,1.235213,1.446806,1.743163,1.958291,2.223067,2.370948,2.480068,2.604481,2.672207
2271.3505,82.3421,2.756567,0.627685,6.575947,2.243738,0.544662,8.866248,35.979629,0.408887,5.480428,0.706325,3.707104,4.256329,4.475940,4.609154,4.703580,4.775247,0.702449,0.707540,1.002789,1.178501,1.382413,1.675244,1.898731,2.198373,2.378284,2.509079,2.662087,2.735769
5237.0367,290.0561,3.424449,0.655599,9.373677,3.242253,0.544662,8.815784,38.211447,0.398828,5.557717,0.782880,3.677286,4.170354,4.411116,4.567256,4.678848,4.763327,0.735014,0.739835,1.048253,1.233164,1.447138,1.749964,1.972072,2.249399,2.404657,2.518589,2.650137,2.721211
2210.8904,199.9717,2.64517,0.54427,7.519459,2.860051,0.544662,8.780459,38.074083,0.398145,5.713771,0.799022,3.773638,4.250881,4.468609,4.611351,4.715514,4.795851,0.742754,0.747779,1.060543,1.246281,1.465188,1.769436,1.994054,2.276894,2.435740,2.551359,2.678966,2.744255
4143.6366,189.7755,2.86724,0.644542,8.113072,2.855764,0.544662,8.899212,36.732477,0.407031,5.326501,0.738611,3.656823,4.126136,4.334618,4.467812,4.563035,4.635245,0.718421,0.723423,1.024754,1.205996,1.414066,1.711495,1.934524,2.221907,2.385445,2.503504,2.636163,2.702155
775.1419,330.4563,3.331205,0.637642,6.85559,3.397577,0.544662,8.814568,40.722128,0.389160,5.494025,0.811449,3.605716,4.079768,4.318377,4.474355,4.586268,4.671249,0.761045,0.765717,1.077174,1.267360,1.481295,1.780999,1.993419,2.249409,2.394139,2.502160,2.626147,2.694933
2407.1296,265.2791,3.05286,0.644006,8.210901,3.116542,0.544662,8.805822,39.387723,0.393945,5.499723,0.820134,3.756424,4.223139,4.442207,4.583910,4.685375,4.762336,0.755441,0.760246,1.075369,1.265449,1.485046,1.792097,2.014891,2.288731,2.440687,2.551798,2.674824,2.739394
1298.218,181.3567,2.669709,0.543146,6.292858,2.915419,0.544662,8.869872,38.222750,0.400586,5.477367,0.756661,3.540258,3.997874,4.216212,4.360406,4.465729,4.546982,0.736914,0.741776,1.043436,1.228245,1.434446,1.725348,1.937686,2.203493,2.355664,2.468491,2.595286,2.661480
1671.9463,68.9279,1.274526,0.372654,5.956414,2.035312,0.544662,8.863069,35.743301,0.409668,5.382013,0.713631,3.627418,4.103887,4.265395,4.358734,4.426513,4.479930,0.713363,0.718593,1.014793,1.192315,1.394860,1.682149,1.899607,2.187710,2.359519,2.485472,2.625113,2.686268
849.1541,105.4324,2.001715,0.404136,5.369782,2.428268,0.544662,8.744075,38.957834,0.393457,6.004152,0.819899,3.779702,4.257390,4.462130,4.596285,4.696397,4.775391,0.760186,0.765307,1.081761,1.269611,1.490565,1.790988,2.010132,2.284251,2.441582,2.557469,2.683221,2.745520
1405.3578,90.9927,1.545931,0.426065,5.949038,2.27504,0.544662,8.739971,36.080234,0.404590,5.285777,0.734647,3.583821,4.024581,4.188571,4.290042,4.364669,4.423244,0.715976,0.721309,1.022549,1.197950,1.406411,1.694557,1.910468,2.190674,2.353720,2.473024,2.602749,2.661479
603.1695,74.9666,1.846824,0.389954,4.522106,2.340763,0.544662,8.830126,41.043670,0.388477,5.910043,0.862092,3.771280,4.213718,4.406221,4.532775,4.627415,4.702256,0.793097,0.797956,1.118946,1.317625,1.539350,1.839955,2.052837,2.309333,2.456537,2.564281,2.679127,2.736255
3279.3832,135.5383,1.52317,0.437462,7.428777,2.503919,0.544662,8.793390,34.792490,0.411133,5.157990,0.708138,3.560422,3.969104,4.122586,4.219969,4.291970,4.348452,0.699340,0.704821,1.003013,1.174886,1.381469,1.670005,1.889461,2.177540,2.342866,2.460818,2.587757,2.643797
1536.2834,188.5497,3.441486,0.646483,6.773359,2.976476,0.544662,8.776657,38.091220,0.397949,5.554355,0.754930,3.612277,4.124621,4.370824,4.530004,4.643908,4.730266,0.724060,0.729050,1.033530,1.212124,1.422434,1.718866,1.937059,2.213745,2.372799,2.490685,2.628614,2.702720
956.8451,48.419,2.761977,0.548942,5.088553,2.05576,0.544662,8.825321,38.456748,0.398145,5.774769,0.760754,3.687558,4.248475,4.490987,4.641597,4.749861,4.833065,0.737008,0.741944,1.045543,1.228874,1.437635,1.731085,1.947331,2.225979,2.392570,2.518260,2.665736,2.741013
2649.0994,177.1035,2.816017,0.538025,7.268274,2.882276,0.544662,8.875150,36.248673,0.408105,5.572006,0.708424,3.503578,3.987582,4.219491,4.372774,4.484841,4.571370,0.707798,0.712838,1.007362,1.184181,1.385615,1.672948,1.887939,2.165966,2.327243,2.445591,2.583030,2.654922
4704.8085,198.0765,3.239916,0.636291,8.432561,2.924597,0.544662,8.825476,36.432124,0.405859,5.555953,0.736034,3.665340,4.171712,4.407705,4.559942,4.669052,4.751914,0.710372,0.715456,1.017498,1.194848,1.404597,1.702610,1.926771,2.217219,2.383588,2.503873,2.643831,2.716603
4898.9925,226.9278,3.198112,0.654762,8.834985,3.024853,0.544662,8.752503,36.797835,0.402148,5.445271,0.756552,3.659095,4.144795,4.371719,4.517836,4.622207,4.701226,0.715749,0.720828,1.026769,1.204382,1.417974,1.717897,1.941620,2.227236,2.388260,2.504832,2.638664,2.708560
1112.344,131.2044,1.454365,0.275124,5.962807,2.477992,0.544662,8.755166,38.200200,0.396777,6.378726,0.818228,3.795684,4.233525,4.411082,4.529471,4.620048,4.693084,0.757747,0.762958,1.079732,1.267636,1.488605,1.790452,2.012192,2.290161,2.447300,2.561268,2.679969,2.735629
3673.239,222.9698,2.99072,0.610361,8.407454,2.950962,0.544662,8.837349,38.202218,0.399609,5.673890,0.800072,3.813205,4.303109,4.528486,4.674583,4.779837,4.860121,0.742916,0.747823,1.060278,1.248076,1.466461,1.774079,2.001567,2.288271,2.448610,2.565000,2.694876,2.761839
2461.7755,271.0734,3.178118,0.59855,8.111668,3.173818,0.544662,8.824912,38.833934,0.396680,5.682863,0.794755,3.691479,4.181097,4.421376,4.579215,4.693321,4.780538,0.745848,0.750685,1.061067,1.248459,1.463537,1.765865,1.986243,2.259748,2.413474,2.526833,2.656207,2.726170
2005.7055,71.0803,2.161575,0.538265,6.281668,2.112488,0.544662,8.849533,35.523673,0.410156,5.427608,0.698728,3.652813,4.184360,4.386557,4.507383,4.593774,4.660214,0.700606,0.705816,0.999650,1.173694,1.376113,1.664169,1.884079,2.179450,2.357802,2.488128,2.639370,2.710339
5392.8769,356.3161,3.761871,0.658754,9.992583,3.453697,0.544662,8.833246,39.357741,0.395020,5.698297,0.797230,3.671917,4.188169,4.450287,4.620941,4.742870,4.835127,0.745985,0.750787,1.062201,1.248585,1.463397,1.766845,1.986325,2.256447,2.408441,2.521671,2.655515,2.730538
1634.7646,113.5971,1.724294,0.473048,6.411987,2.373907,0.544662,8.746436,36.749355,0.402148,5.410146,0.769910,3.753471,4.208423,4.377730,4.482735,4.559519,4.619354,0.729027,0.734341,1.043317,1.223177,1.439548,1.737743,1.961428,2.250648,2.416508,2.536597,2.664879,2.722840
5697.2985,160.9615,2.591747,0.619032,8.319317,2.737495,0.544662,8.833009,34.468923,0.413574,5.124648,0.680264,3.505659,3.960771,4.157340,4.282593,4.372493,4.440950,0.683669,0.688991,0.981118,1.150246,1.351811,1.638584,1.857757,2.148050,2.316613,2.436627,2.574394,2.641377
680.7282,335.2108,3.271098,0.629397,6.815962,3.388227,0.544662,8.809931,41.201509,0.387207,5.538762,0.828787,3.647345,4.118945,4.355756,4.510823,4.622267,4.707010,0.769110,0.773831,1.089188,1.280645,1.497679,1.799464,2.012400,2.267346,2.411206,2.518259,2.640309,2.707980
3051.7586,345.4983,3.604227,0.655343,9.308245,3.38817,0.544662,8.834253,40.542762,0.390527,5.719050,0.831732,3.753786,4.258793,4.511401,4.675756,4.793255,4.882212,0.764203,0.768911,1.085835,1.277764,1.497246,1.805697,2.026447,2.294258,2.443995,2.555258,2.683799,2.755176
